Dilatation Without Zero

"dilitation","comma"
8.0656,","
7.9940,","
4.6164,","
5.9318,","
8.7754,","
6.7865,","
8.9686,","
8.9172,","
4.1044,","
10.1676,","
10.2018,","
7.9811,","
7.7069,","
8.2619,","
7.3496,","
6.6940,","
7.3463,","
5.9845,","
6.3267,","
3.6008,","
7.5575,","
6.1892,","
8.7115,","
7.1806,","
4.9089,","
5.5165,","
8.6846,","
6.7834,","
5.0219,","
6.7818,","
7.1232,","
6.7642,","
6.8361,","
6.3075,","
6.4151,","
6.8497,","
5.3785,","
7.2611,","
6.0717,","
5.1132,","
9.7659,","
8.4374,","
7.6280,","
6.2077,","
7.3041,","
5.5966,","
7.4237,","
10.0754,","
5.4588,","
7.4356,","
8.6930,","
5.5055,","
8.2943,","
7.2372,","
6.3113,","
7.5563,","
4.5888,","
7.9893,","
7.2791,","
6.7873,","
3.7499,","
6.2312,","
7.6369,","
5.0827,","
8.0005,","
8.0283,","
8.0261,","
7.3468,","
6.0095,","
5.0723,","
7.4189,","
7.6141,","
7.5529,","
6.6599,","
7.5470,","
6.9387,","
7.5512,","
7.9993,","
9.4302,","
7.6147,","
7.7028,","
7.9726,","
6.4517,","
5.6744,","
6.1933,","
5.9521,","
7.5266,","
10.7663,","
6.2982,","
7.5170,","
5.6379,","
5.9819,","
9.0389,","
6.7815,","
7.3650,","
6.0429,","
7.2931,","
5.7384,","
6.0069,","
9.4229,","
8.0088,","
6.9488,","
8.9765,","
7.9286,","
8.2316,","
7.4934,","
4.7908,","
5.1684,","
6.1706,","
5.2101,","
5.8018,","
8.2907,","
8.2923,","
7.8014,","
9.0237,","
5.7547,","
5.4742,","
8.2714,","
6.2602,","
7.9274,","
6.0954,","
5.4717,","
6.0998,","
9.4841,","
6.7412,","
7.5382,","
6.7378,","
7.2830,","
7.7332,","
8.6827,","
6.9325,","
9.0795,","
7.9684,","
7.6819,","
6.7682,","
8.9223,","
7.3333,","
7.9521,","
6.8566,","
8.3062,","
6.0008,","
6.0390,","
6.7919,","
9.2917,","
7.9789,","
7.4196,","
6.5854,","
9.0417,","
7.1291,","
7.1884,","
7.7118,","
9.1143,","
7.0378,","
7.3705,","
7.8276,","
7.3410,","
6.5196,","
7.5016,","
9.3762,","
7.5885,","
9.1119,","
8.8732,","
6.0352,","
7.9603,","
7.9662,","
9.0437,","
7.9695,","
9.1266,","
7.6965,","
6.9363,","
7.0479,","
8.7804,","
7.3354,","
7.6711,","
8.5293,","
6.5339,","
5.5170,","
7.1157,","
7.2658,","
8.7486,","
7.3769,","
7.2689,","
8.1736,","
7.0846,","
9.0209,","
6.3978,","
6.0633,","
7.5745,","
8.1805,","
7.9078,","
6.0484,","
7.1367,","
6.9377,","
8.3156,","
7.2422,","
8.2762,","
9.2691,","
8.9611,","
6.1656,","
6.5773,","
6.6672,","
3.2809,","
9.2291,","
5.7255,","
7.9291,","
8.9319,","
9.6156,","
8.2212,","
7.2637,","
5.7582,","
8.9834,","
8.1936,","
7.2503,","
9.1640,","
8.1329,","
7.1027,","
7.7989,","
7.1689,","
8.3883,","
6.8085,","
7.8291,","
7.8203,","
3.8160,","
8.4107,","
7.9652,","
7.7486,","
5.5246,","
6.0401,","
5.8271,","
7.0679,","
6.0131,","
9.1573,","
7.9395,","
10.2312,","
7.3079,","
6.8915,","
9.4589,","
9.1807,","
6.1377,","
6.8614,","
8.1244,","
7.3363,","
7.0802,","
8.7154,","
6.3047,","
8.0863,","
6.1001,","
6.8501,","
6.6992,","
7.5776,","
7.6884,","
7.4803,","
7.1315,","
4.4340,","
6.2238,","
4.5466,","
7.1804,","
8.8106,","
8.7913,","
5.1026,","
6.0559,","
7.1908,","
3.5689,","
8.3744,","
7.9089,","
6.6948,","
9.8295,","
6.8165,","

Dilatation With Zero

"dilitation","comma"
8.0656,","
7.9940,","
4.6164,","
5.9318,","
8.7754,","
6.7865,","
8.9686,","
8.9172,","
0.0000,","
4.1044,","
10.1676,","
10.2018,","
7.9811,","
7.7069,","
8.2619,","
7.3496,","
6.6940,","
7.3463,","
5.9845,","
6.3267,","
3.6008,","
7.5575,","
6.1892,","
8.7115,","
7.1806,","
4.9089,","
5.5165,","
8.6846,","
6.7834,","
5.0219,","
6.7818,","
7.1232,","
6.7642,","
6.8361,","
6.3075,","
6.4151,","
6.8497,","
5.3785,","
7.2611,","
6.0717,","
5.1132,","
0.0000,","
9.7659,","
8.4374,","
7.6280,","
6.2077,","
0.0000,","
7.3041,","
5.5966,","
7.4237,","
10.0754,","
5.4588,","
7.4356,","
0.0000,","
8.6930,","
5.5055,","
8.2943,","
7.2372,","
6.3113,","
7.5563,","
4.5888,","
7.9893,","
7.2791,","
6.7873,","
3.7499,","
6.2312,","
7.6369,","
5.0827,","
8.0005,","
8.0283,","
8.0261,","
7.3468,","
6.0095,","
5.0723,","
7.4189,","
7.6141,","
0.0000,","
7.5529,","
6.6599,","
7.5470,","
6.9387,","
7.5512,","
7.9993,","
9.4302,","
7.6147,","
7.7028,","
7.9726,","
6.4517,","
0.0000,","
5.6744,","
6.1933,","
5.9521,","
7.5266,","
10.7663,","
6.2982,","
7.5170,","
0.0000,","
5.6379,","
5.9819,","
9.0389,","
6.7815,","
0.0000,","
7.3650,","
6.0429,","
7.2931,","
5.7384,","
6.0069,","
9.4229,","
8.0088,","
0.0000,","
0.0000,","
6.9488,","
0.0000,","
8.9765,","
7.9286,","
8.2316,","
7.4934,","
4.7908,","
5.1684,","
6.1706,","
5.2101,","
5.8018,","
8.2907,","
8.2923,","
7.8014,","
0.0000,","
9.0237,","
5.7547,","
0.0000,","
0.0000,","
5.4742,","
8.2714,","
0.0000,","
6.2602,","
7.9274,","
6.0954,","
5.4717,","
0.0000,","
6.0998,","
9.4841,","
6.7412,","
0.0000,","
0.0000,","
7.5382,","
6.7378,","
7.2830,","
7.7332,","
8.6827,","
6.9325,","
9.0795,","
7.9684,","
7.6819,","
6.7682,","
8.9223,","
7.3333,","
7.9521,","
6.8566,","
8.3062,","
6.0008,","
6.0390,","
6.7919,","
9.2917,","
7.9789,","
7.4196,","
6.5854,","
9.0417,","
7.1291,","
7.1884,","
7.7118,","
9.1143,","
0.0000,","
7.0378,","
7.3705,","
7.8276,","
7.3410,","
6.5196,","
7.5016,","
9.3762,","
7.5885,","
9.1119,","
8.8732,","
6.0352,","
7.9603,","
7.9662,","
9.0437,","
7.9695,","
9.1266,","
7.6965,","
6.9363,","
7.0479,","
8.7804,","
0.0000,","
7.3354,","
7.6711,","
8.5293,","
6.5339,","
5.5170,","
7.1157,","
0.0000,","
0.0000,","
7.2658,","
8.7486,","
7.3769,","
7.2689,","
0.0000,","
8.1736,","
7.0846,","
9.0209,","
6.3978,","
6.0633,","
7.5745,","
8.1805,","
7.9078,","
6.0484,","
7.1367,","
0.0000,","
6.9377,","
8.3156,","
7.2422,","
8.2762,","
9.2691,","
8.9611,","
6.1656,","
6.5773,","
6.6672,","
3.2809,","
0.0000,","
0.0000,","
9.2291,","
5.7255,","
0.0000,","
7.9291,","
0.0000,","
8.9319,","
9.6156,","
